T_hot_C,3.0,3.7567,4.4373,4.8853,5.0
600,,,,,
650,612.248,427.15,,,
700,841.284,644.548,508.593,,413.53
750,1109.976,868.11,719.674,640.087,621.083
800,1228.658,1121.414,947.298,,830.055
850,1300.509,1230.893,1173.173,1103.757,1080.567
900,1372.215,1300.022,1248.874,1220.104,1213.166
950,1444.133,1369.019,1315.977,1286.313,1279.233
1000,1516.555,1438.146,,1352.237,1344.934
